期号,百位,十位,个位,和值,跨度,重复数字
2803,5 ,9 ,1 ,15,8,0
2804,7 ,2 ,9 ,18,7,0
2805,3 ,1 ,0 ,4,3,0
2806,8 ,8 ,0 ,16,8,1
2807,7 ,4 ,4 ,15,3,1
2808,6 ,6 ,9 ,21,3,1
2809,8 ,4 ,9 ,21,5,0
2810,6 ,1 ,0 ,7,6,0
2811,5 ,5 ,2 ,12,3,1
2812,6 ,4 ,0 ,10,6,0
2813,5 ,8 ,3 ,16,5,0
2814,5 ,5 ,1 ,11,4,1
2815,0 ,3 ,0 ,3,3,1
2816,8 ,1 ,8 ,17,7,1
2817,9 ,6 ,5 ,20,4,0
2818,7 ,8 ,9 ,24,2,0
2819,8 ,1 ,7 ,16,7,0
2820,6 ,6 ,3 ,15,3,1
2821,7 ,8 ,9 ,24,2,0
2822,5 ,8 ,1 ,14,7,0
2823,0 ,7 ,3 ,10,7,0
2824,4 ,8 ,0 ,12,8,0
2825,6 ,0 ,7 ,13,7,0
2826,6 ,3 ,3 ,12,3,1
2827,6 ,9 ,2 ,17,7,0
2828,0 ,8 ,1 ,9,8,0
2829,8 ,2 ,7 ,17,6,0
2830,0 ,0 ,3 ,3,3,1
2831,9 ,4 ,2 ,15,7,0
2832,8 ,7 ,9 ,24,2,0
2833,9 ,5 ,0 ,14,9,0
2834,5 ,5 ,4 ,14,1,1
2835,4 ,0 ,2 ,6,4,0
2836,8 ,4 ,4 ,16,4,1
2837,6 ,0 ,7 ,13,7,0
2838,9 ,1 ,5 ,15,8,0
2839,8 ,9 ,7 ,24,2,0
2840,3 ,3 ,6 ,12,3,1
2841,5 ,1 ,9 ,15,8,0
2842,8 ,7 ,7 ,22,1,1
2843,9 ,1 ,8 ,18,8,0
2844,7 ,5 ,2 ,14,5,0
2845,6 ,3 ,4 ,13,3,0
2846,6 ,3 ,8 ,17,5,0
2847,1 ,5 ,9 ,15,8,0
2848,6 ,5 ,4 ,15,2,0
2849,5 ,8 ,7 ,20,3,0
2850,8 ,7 ,6 ,21,2,0
2851,2 ,9 ,2 ,13,7,1
2852,6 ,9 ,1 ,16,8,0
2853,6 ,0 ,3 ,9,6,0
2854,0 ,1 ,6 ,7,6,0
2855,5 ,7 ,8 ,20,3,0
2856,7 ,2 ,1 ,10,6,0
2857,0 ,5 ,2 ,7,5,0
2858,6 ,4 ,5 ,15,2,0
2859,3 ,7 ,4 ,14,4,0
2860,3 ,0 ,8 ,11,8,0
2861,4 ,5 ,4 ,13,1,1
2862,5 ,6 ,6 ,17,1,1
2863,7 ,1 ,2 ,10,6,0
2864,8 ,3 ,7 ,18,5,0
2865,6 ,7 ,0 ,13,7,0
2866,5 ,9 ,1 ,15,8,0
2867,9 ,3 ,8 ,20,6,0
2868,6 ,1 ,0 ,7,6,0
2869,4 ,9 ,6 ,19,5,0
2870,9 ,2 ,7 ,18,7,0
2871,5 ,6 ,0 ,11,6,0
2872,2 ,8 ,1 ,11,7,0
2873,3 ,9 ,7 ,19,6,0
2874,1 ,0 ,9 ,10,9,0
2875,8 ,7 ,5 ,20,3,0
2876,1 ,1 ,5 ,7,4,1
2877,4 ,2 ,6 ,12,4,0
2878,9 ,6 ,9 ,24,3,1
2879,1 ,9 ,6 ,16,8,0
2880,8 ,2 ,7 ,17,6,0
2881,1 ,1 ,1 ,3,0,1
2882,4 ,8 ,3 ,15,5,0
2883,8 ,2 ,9 ,19,7,0
2884,2 ,6 ,0 ,8,6,0
2885,9 ,2 ,4 ,15,7,0
2886,7 ,1 ,4 ,12,6,0
2887,2 ,1 ,7 ,10,6,0
2888,5 ,2 ,8 ,15,6,0
2889,7 ,7 ,3 ,17,4,1
2890,8 ,5 ,8 ,21,3,1
2891,6 ,7 ,7 ,20,1,1
2892,3 ,5 ,3 ,11,2,1
2893,7 ,4 ,0 ,11,7,0
2894,9 ,1 ,0 ,10,9,0
2895,3 ,9 ,4 ,16,6,0
2896,5 ,1 ,4 ,10,4,0
2897,3 ,9 ,3 ,15,6,1
2898,9 ,7 ,4 ,20,5,0
2899,0 ,7 ,5 ,12,7,0
2900,9 ,2 ,7 ,18,7,0
2901,9 ,0 ,3 ,12,9,0
2902,4 ,7 ,4 ,15,3,1
2903,0 ,4 ,1 ,5,4,0
2904,8 ,8 ,2 ,18,6,1
2905,0 ,7 ,2 ,9,7,0
2906,5 ,3 ,8 ,16,5,0
2907,2 ,1 ,4 ,7,3,0
2908,3 ,5 ,7 ,15,4,0
2909,8 ,2 ,1 ,11,7,0
2910,9 ,8 ,8 ,25,1,1
2911,7 ,9 ,6 ,22,3,0
2912,0 ,9 ,3 ,12,9,0
2913,5 ,1 ,6 ,12,5,0
2914,4 ,2 ,3 ,9,2,0
2915,3 ,1 ,4 ,8,3,0
2916,4 ,6 ,5 ,15,2,0
2917,0 ,6 ,5 ,11,6,0
2918,4 ,9 ,4 ,17,5,1
2919,1 ,1 ,3 ,5,2,1
2920,1 ,3 ,1 ,5,2,1
2921,7 ,5 ,9 ,21,4,0
2922,3 ,1 ,7 ,11,6,0
2923,0 ,2 ,3 ,5,3,0
2924,1 ,8 ,1 ,10,7,1
2925,2 ,9 ,0 ,11,9,0
2926,3 ,9 ,7 ,19,6,0
2927,5 ,1 ,3 ,9,4,0
2928,7 ,8 ,4 ,19,4,0
2929,7 ,0 ,6 ,13,7,0
2930,9 ,4 ,3 ,16,6,0
2931,2 ,1 ,3 ,6,2,0
2932,3 ,0 ,5 ,8,5,0
2933,1 ,2 ,5 ,8,4,0
2934,1 ,0 ,1 ,2,1,1
2935,1 ,7 ,4 ,12,6,0
2936,9 ,4 ,9 ,22,5,1
2937,8 ,2 ,2 ,12,6,1
2938,9 ,3 ,2 ,14,7,0
2939,0 ,1 ,0 ,1,1,1
2940,4 ,0 ,7 ,11,7,0
2941,3 ,4 ,9 ,16,6,0
2942,1 ,7 ,6 ,14,6,0
2943,1 ,1 ,4 ,6,3,1
2944,8 ,4 ,3 ,15,5,0
2945,5 ,6 ,8 ,19,3,0
2946,9 ,7 ,5 ,21,4,0
2947,7 ,1 ,9 ,17,8,0
2948,4 ,7 ,6 ,17,3,0
2949,5 ,5 ,9 ,19,4,1
2950,9 ,7 ,2 ,18,7,0
2951,3 ,8 ,3 ,14,5,1
2952,6 ,7 ,1 ,14,6,0
2953,4 ,7 ,0 ,11,7,0
2954,1 ,4 ,9 ,14,8,0
2955,9 ,5 ,4 ,18,5,0
2956,9 ,1 ,3 ,13,8,0
2957,2 ,2 ,8 ,12,6,1
2958,1 ,4 ,4 ,9,3,1
2959,8 ,4 ,8 ,20,4,1
2960,3 ,3 ,8 ,14,5,1
2961,7 ,6 ,0 ,13,7,0
2962,8 ,9 ,3 ,20,6,0
2963,2 ,4 ,2 ,8,2,1
2964,2 ,1 ,7 ,10,6,0
2965,7 ,3 ,2 ,12,5,0
2966,2 ,5 ,7 ,14,5,0
2967,8 ,7 ,2 ,17,6,0
2968,0 ,8 ,1 ,9,8,0
2969,4 ,6 ,5 ,15,2,0
2970,1 ,9 ,0 ,10,9,0
2971,3 ,4 ,2 ,9,2,0
2972,2 ,3 ,2 ,7,1,1
2973,8 ,4 ,1 ,13,7,0
2974,0 ,2 ,7 ,9,7,0
2975,7 ,6 ,3 ,16,4,0
2976,1 ,8 ,5 ,14,7,0
2977,2 ,6 ,3 ,11,4,0
2978,4 ,1 ,4 ,9,3,1
2979,4 ,0 ,9 ,13,9,0
2980,9 ,3 ,8 ,20,6,0
2981,6 ,4 ,3 ,13,3,0
2982,7 ,4 ,9 ,20,5,0
2983,1 ,0 ,5 ,6,5,0
2984,9 ,4 ,1 ,14,8,0
2985,8 ,5 ,5 ,18,3,1
2986,0 ,5 ,6 ,11,6,0
2987,7 ,6 ,8 ,21,2,0
2988,2 ,3 ,5 ,10,3,0
2989,7 ,4 ,3 ,14,4,0
2990,0 ,1 ,9 ,10,9,0
2991,8 ,2 ,7 ,17,6,0
2992,0 ,7 ,7 ,14,7,1
2993,0 ,8 ,2 ,10,8,0
2994,9 ,2 ,9 ,20,7,1
2995,0 ,2 ,0 ,2,2,1
2996,7 ,6 ,1 ,14,6,0
2997,5 ,9 ,1 ,15,8,0
2998,0 ,8 ,6 ,14,8,0
2999,8 ,7 ,9 ,24,2,0
3000,6 ,3 ,4 ,13,3,0
3001,0 ,7 ,6 ,13,7,0
3002,9 ,5 ,4 ,18,5,0
3003,8 ,7 ,3 ,18,5,0
3004,1 ,5 ,6 ,12,5,0
3005,8 ,1 ,0 ,9,8,0
3006,1 ,9 ,0 ,10,9,0
3007,2 ,3 ,2 ,7,1,1
3008,7 ,7 ,6 ,20,1,1
3009,3 ,3 ,7 ,13,4,1
3010,6 ,6 ,7 ,19,1,1
3011,1 ,3 ,5 ,9,4,0
3012,1 ,0 ,6 ,7,6,0
3013,2 ,6 ,8 ,16,6,0
3014,6 ,3 ,7 ,16,4,0
3015,6 ,4 ,1 ,11,5,0
3016,3 ,0 ,4 ,7,4,0
3017,8 ,8 ,2 ,18,6,1
3018,0 ,0 ,0 ,0,0,1
3019,2 ,0 ,7 ,9,7,0
3020,2 ,8 ,6 ,16,6,0
3021,8 ,3 ,6 ,17,5,0
3022,8 ,5 ,2 ,15,6,0
3023,3 ,3 ,2 ,8,1,1
3024,0 ,5 ,6 ,11,6,0
3025,1 ,6 ,1 ,8,5,1
3026,3 ,1 ,0 ,4,3,0
3027,4 ,5 ,0 ,9,5,0
3028,8 ,2 ,0 ,10,8,0
3029,0 ,2 ,2 ,4,2,1
3030,0 ,5 ,7 ,12,7,0
3031,5 ,0 ,3 ,8,5,0
3032,5 ,2 ,8 ,15,6,0
3033,8 ,9 ,8 ,25,1,1
3034,8 ,6 ,1 ,15,7,0
3035,0 ,5 ,9 ,14,9,0
3036,1 ,1 ,9 ,11,8,1
3037,1 ,4 ,7 ,12,6,0
3038,0 ,6 ,2 ,8,6,0
3039,7 ,5 ,6 ,18,2,0
3040,3 ,4 ,5 ,12,2,0
3041,0 ,0 ,1 ,1,1,1
3042,2 ,8 ,9 ,19,7,0
3043,1 ,7 ,6 ,14,6,0
3044,7 ,6 ,0 ,13,7,0
3045,5 ,2 ,6 ,13,4,0
3046,3 ,7 ,9 ,19,6,0
3047,2 ,6 ,6 ,14,4,1
3048,3 ,5 ,0 ,8,5,0
3049,8 ,3 ,7 ,18,5,0
3050,4 ,2 ,7 ,13,5,0
3051,7 ,0 ,1 ,8,7,0
3052,0 ,1 ,9 ,10,9,0
3053,2 ,4 ,7 ,13,5,0
3054,6 ,7 ,4 ,17,3,0
3055,9 ,3 ,5 ,17,6,0
3056,4 ,3 ,2 ,9,2,0
3057,1 ,6 ,8 ,15,7,0
3058,6 ,2 ,3 ,11,4,0
3059,2 ,7 ,7 ,16,5,1
3060,6 ,5 ,0 ,11,6,0
3061,9 ,4 ,8 ,21,5,0
3062,7 ,8 ,7 ,22,1,1
3063,3 ,1 ,2 ,6,2,0
3064,4 ,8 ,6 ,18,4,0
3065,4 ,9 ,3 ,16,6,0
3066,7 ,0 ,0 ,7,7,1
3067,0 ,4 ,1 ,5,4,0
3068,4 ,8 ,5 ,17,4,0
3069,5 ,3 ,5 ,13,2,1
3070,1 ,3 ,2 ,6,2,0
3071,8 ,3 ,8 ,19,5,1
3072,4 ,6 ,8 ,18,4,0
3073,2 ,4 ,8 ,14,6,0
3074,8 ,0 ,1 ,9,8,0
3075,8 ,2 ,8 ,18,6,1
3076,2 ,4 ,9 ,15,7,0
3077,0 ,9 ,7 ,16,9,0
3078,7 ,2 ,0 ,9,7,0
3079,6 ,6 ,6 ,18,0,1
3080,8 ,7 ,8 ,23,1,1
3081,6 ,8 ,8 ,22,2,1
3082,6 ,4 ,2 ,12,4,0
3083,7 ,1 ,5 ,13,6,0
3084,7 ,4 ,8 ,19,4,0
3085,6 ,7 ,2 ,15,5,0
3086,4 ,7 ,8 ,19,4,0
3087,1 ,3 ,0 ,4,3,0
3088,7 ,4 ,4 ,15,3,1
3089,2 ,5 ,2 ,9,3,1
3090,0 ,6 ,8 ,14,8,0
3091,4 ,3 ,4 ,11,1,1
3092,2 ,5 ,9 ,16,7,0
3093,5 ,1 ,9 ,15,8,0
3094,7 ,6 ,4 ,17,3,0
3095,2 ,4 ,8 ,14,6,0
3096,6 ,1 ,3 ,10,5,0
3097,3 ,7 ,9 ,19,6,0
3098,5 ,7 ,5 ,17,2,1
3099,3 ,5 ,4 ,12,2,0
3100,0 ,0 ,7 ,7,7,1
3101,6 ,7 ,1 ,14,6,0
3102,1 ,7 ,5 ,13,6,0
3103,1 ,7 ,1 ,9,6,1
3104,9 ,0 ,1 ,10,9,0
3105,4 ,0 ,2 ,6,4,0
3106,6 ,1 ,2 ,9,5,0
3107,8 ,0 ,3 ,11,8,0
3108,2 ,8 ,0 ,10,8,0
3109,4 ,5 ,7 ,16,3,0
3110,0 ,4 ,3 ,7,4,0
3111,5 ,3 ,5 ,13,2,1
3112,0 ,7 ,5 ,12,7,0
3113,4 ,6 ,3 ,13,3,0
3114,6 ,9 ,2 ,17,7,0
3115,2 ,6 ,7 ,15,5,0
3116,3 ,4 ,0 ,7,4,0
3117,6 ,6 ,5 ,17,1,1
3118,9 ,4 ,5 ,18,5,0
3119,9 ,4 ,5 ,18,5,0
3120,9 ,1 ,4 ,14,8,0
3121,7 ,7 ,5 ,19,2,1
3122,0 ,2 ,1 ,3,2,0
3123,5 ,5 ,7 ,17,2,1
3124,1 ,6 ,2 ,9,5,0
3125,8 ,2 ,3 ,13,6,0
3126,7 ,9 ,4 ,20,5,0
3127,2 ,4 ,0 ,6,4,0
3128,4 ,1 ,3 ,8,3,0
3129,1 ,7 ,8 ,16,7,0
3130,1 ,9 ,9 ,19,8,1
3131,7 ,4 ,3 ,14,4,0
3132,0 ,3 ,6 ,9,6,0
3133,4 ,1 ,9 ,14,8,0
3134,2 ,7 ,0 ,9,7,0
3135,8 ,9 ,7 ,24,2,0
3136,6 ,6 ,0 ,12,6,1
3137,3 ,2 ,0 ,5,3,0
3138,8 ,1 ,5 ,14,7,0
3139,7 ,9 ,4 ,20,5,0
3140,6 ,8 ,6 ,20,2,1
3141,6 ,6 ,5 ,17,1,1
3142,0 ,1 ,6 ,7,6,0
3143,1 ,2 ,7 ,10,6,0
3144,4 ,0 ,7 ,11,7,0
3145,1 ,9 ,9 ,19,8,1
3146,5 ,5 ,1 ,11,4,1
3147,1 ,4 ,4 ,9,3,1
3148,3 ,0 ,3 ,6,3,1
3149,1 ,4 ,0 ,5,4,0
3150,0 ,1 ,6 ,7,6,0
3151,5 ,0 ,1 ,6,5,0
3152,0 ,7 ,1 ,8,7,0
3153,9 ,1 ,6 ,16,8,0
3154,7 ,7 ,1 ,15,6,1
3155,7 ,7 ,0 ,14,7,1
3156,1 ,2 ,9 ,12,8,0
3157,2 ,9 ,1 ,12,8,0
3158,0 ,7 ,4 ,11,7,0
3159,0 ,9 ,0 ,9,9,1
3160,7 ,9 ,8 ,24,2,0
3161,7 ,1 ,3 ,11,6,0
3162,3 ,7 ,4 ,14,4,0
3163,9 ,7 ,5 ,21,4,0
3164,2 ,1 ,6 ,9,5,0
3165,0 ,8 ,4 ,12,8,0
3166,9 ,6 ,5 ,20,4,0
3167,6 ,2 ,1 ,9,5,0
3168,4 ,4 ,9 ,17,5,1
3169,3 ,4 ,0 ,7,4,0
3170,5 ,1 ,3 ,9,4,0
3171,6 ,4 ,2 ,12,4,0
3172,4 ,4 ,2 ,10,2,1
3173,4 ,9 ,8 ,21,5,0
3174,3 ,7 ,7 ,17,4,1
3175,0 ,1 ,7 ,8,7,0
3176,3 ,7 ,1 ,11,6,0
3177,9 ,7 ,0 ,16,9,0
3178,5 ,8 ,6 ,19,3,0
3179,5 ,7 ,3 ,15,4,0
3180,8 ,5 ,5 ,18,3,1
3181,1 ,1 ,1 ,3,0,1
3182,6 ,7 ,0 ,13,7,0
3183,0 ,5 ,0 ,5,5,1
3184,6 ,0 ,5 ,11,6,0
3185,3 ,4 ,5 ,12,2,0
3186,6 ,0 ,8 ,14,8,0
3187,5 ,7 ,8 ,20,3,0
3188,2 ,8 ,0 ,10,8,0
3189,2 ,9 ,8 ,19,7,0
3190,8 ,0 ,9 ,17,9,0
3191,0 ,0 ,6 ,6,6,1
3192,5 ,0 ,6 ,11,6,0
3193,0 ,9 ,4 ,13,9,0
3194,5 ,9 ,4 ,18,5,0
3195,3 ,7 ,8 ,18,5,0
3196,7 ,2 ,6 ,15,5,0
3197,7 ,4 ,3 ,14,4,0
3198,8 ,0 ,5 ,13,8,0
3199,4 ,4 ,7 ,15,3,1
3200,2 ,9 ,6 ,17,7,0
3201,5 ,6 ,8 ,19,3,0
3202,9 ,2 ,1 ,12,8,0
3203,6 ,9 ,3 ,18,6,0
3204,0 ,4 ,0 ,4,4,1
3205,3 ,0 ,2 ,5,3,0
3206,9 ,1 ,7 ,17,8,0
3207,7 ,9 ,4 ,20,5,0
3208,1 ,4 ,6 ,11,5,0
3209,7 ,0 ,3 ,10,7,0
3210,0 ,2 ,0 ,2,2,1
3211,0 ,3 ,3 ,6,3,1
3212,4 ,6 ,9 ,19,5,0
3213,0 ,9 ,7 ,16,9,0
3214,6 ,3 ,8 ,17,5,0
3215,1 ,9 ,4 ,14,8,0
3216,2 ,4 ,5 ,11,3,0
3217,2 ,9 ,5 ,16,7,0
3218,0 ,8 ,5 ,13,8,0
3219,5 ,3 ,7 ,15,4,0
3220,8 ,0 ,4 ,12,8,0
3221,8 ,6 ,9 ,23,3,0
3222,5 ,1 ,0 ,6,5,0
3223,2 ,2 ,8 ,12,6,1
3224,1 ,4 ,2 ,7,3,0
3225,7 ,2 ,6 ,15,5,0
3226,9 ,3 ,7 ,19,6,0
3227,6 ,4 ,0 ,10,6,0
3228,5 ,7 ,1 ,13,6,0
3229,2 ,4 ,2 ,8,2,1
3230,2 ,8 ,5 ,15,6,0
3231,9 ,8 ,2 ,19,7,0
3232,1 ,7 ,6 ,14,6,0
3233,5 ,7 ,3 ,15,4,0
3234,6 ,3 ,5 ,14,3,0
3235,5 ,8 ,7 ,20,3,0
3236,8 ,7 ,9 ,24,2,0
3237,2 ,7 ,7 ,16,5,1
3238,8 ,0 ,9 ,17,9,0
3239,7 ,7 ,7 ,21,0,1
3240,8 ,1 ,3 ,12,7,0
3241,1 ,4 ,1 ,6,3,1
3242,3 ,5 ,8 ,16,5,0
3243,1 ,6 ,4 ,11,5,0
3244,2 ,1 ,5 ,8,4,0
3245,7 ,8 ,2 ,17,6,0
3246,7 ,7 ,7 ,21,0,1
3247,3 ,8 ,8 ,19,5,1
3248,5 ,4 ,6 ,15,2,0
3249,5 ,9 ,1 ,15,8,0
3250,6 ,7 ,7 ,20,1,1
3251,3 ,4 ,7 ,14,4,0
3252,6 ,7 ,9 ,22,3,0
3253,0 ,1 ,3 ,4,3,0
3254,9 ,3 ,7 ,19,6,0
3255,2 ,6 ,5 ,13,4,0
3256,1 ,0 ,6 ,7,6,0
3257,2 ,0 ,0 ,2,2,1
3258,2 ,1 ,9 ,12,8,0
3259,3 ,5 ,0 ,8,5,0
3260,0 ,6 ,3 ,9,6,0
3261,4 ,0 ,4 ,8,4,1
3262,7 ,8 ,4 ,19,4,0
3263,9 ,5 ,8 ,22,4,0
3264,2 ,8 ,6 ,16,6,0
3265,2 ,0 ,8 ,10,8,0
3266,1 ,3 ,3 ,7,2,1
3267,4 ,5 ,6 ,15,2,0
3268,2 ,2 ,4 ,8,2,1
3269,8 ,1 ,6 ,15,7,0
3270,9 ,5 ,4 ,18,5,0
3271,4 ,5 ,8 ,17,4,0
3272,7 ,3 ,0 ,10,7,0
3273,3 ,1 ,6 ,10,5,0
3274,2 ,8 ,1 ,11,7,0
3275,0 ,5 ,7 ,12,7,0
3276,2 ,7 ,8 ,17,6,0
3277,5 ,1 ,8 ,14,7,0
3278,7 ,4 ,2 ,13,5,0
3279,9 ,4 ,0 ,13,9,0
3280,0 ,3 ,0 ,3,3,1
3281,0 ,6 ,2 ,8,6,0
3282,9 ,6 ,0 ,15,9,0
3283,5 ,2 ,8 ,15,6,0
3284,8 ,4 ,3 ,15,5,0
3285,1 ,6 ,0 ,7,6,0
3286,8 ,0 ,6 ,14,8,0
3287,7 ,2 ,5 ,14,5,0
3288,4 ,2 ,0 ,6,4,0
3289,8 ,0 ,9 ,17,9,0
3290,5 ,4 ,4 ,13,1,1
3291,1 ,0 ,8 ,9,8,0
3292,7 ,5 ,3 ,15,4,0
3293,3 ,3 ,4 ,10,1,1
3294,7 ,8 ,2 ,17,6,0
3295,4 ,2 ,8 ,14,6,0
3296,1 ,7 ,2 ,10,6,0
3297,0 ,8 ,7 ,15,8,0
3298,2 ,8 ,7 ,17,6,0
3299,7 ,4 ,6 ,17,3,0
3300,2 ,0 ,6 ,8,6,0
3301,2 ,4 ,6 ,12,4,0
3302,7 ,8 ,5 ,20,3,0
3303,6 ,4 ,8 ,18,4,0
3304,1 ,0 ,0 ,1,1,1
3305,4 ,9 ,1 ,14,8,0
3306,8 ,6 ,8 ,22,2,1
3307,7 ,2 ,1 ,10,6,0
3308,3 ,3 ,7 ,13,4,1
3309,3 ,6 ,8 ,17,5,0
3310,1 ,9 ,4 ,14,8,0
3311,3 ,4 ,2 ,9,2,0
3312,2 ,1 ,9 ,12,8,0
3313,7 ,9 ,6 ,22,3,0
3314,3 ,1 ,5 ,9,4,0
3315,4 ,3 ,1 ,8,3,0
3316,3 ,6 ,9 ,18,6,0
3317,8 ,4 ,9 ,21,5,0
3318,7 ,8 ,4 ,19,4,0
3319,0 ,0 ,6 ,6,6,1
3320,4 ,2 ,9 ,15,7,0
3321,0 ,2 ,2 ,4,2,1
3322,6 ,5 ,2 ,13,4,0
3323,7 ,1 ,4 ,12,6,0
3324,8 ,8 ,6 ,22,2,1
3325,3 ,2 ,9 ,14,7,0
3326,6 ,6 ,6 ,18,0,1
3327,3 ,2 ,9 ,14,7,0
3328,9 ,2 ,7 ,18,7,0
3329,1 ,5 ,8 ,14,7,0
3330,9 ,0 ,7 ,16,9,0
3331,7 ,8 ,8 ,23,1,1
3332,9 ,2 ,0 ,11,9,0
3333,2 ,4 ,7 ,13,5,0
3334,5 ,2 ,3 ,10,3,0
3335,5 ,7 ,4 ,16,3,0
3336,2 ,9 ,4 ,15,7,0
3337,6 ,2 ,8 ,16,6,0
3338,8 ,2 ,7 ,17,6,0
3339,1 ,7 ,8 ,16,7,0
3340,3 ,5 ,8 ,16,5,0
3341,7 ,2 ,7 ,16,5,1
3342,0 ,8 ,3 ,11,8,0
3343,7 ,5 ,9 ,21,4,0
3344,2 ,2 ,0 ,4,2,1
3345,5 ,5 ,5 ,15,0,1
3346,7 ,6 ,9 ,22,3,0
3347,7 ,9 ,1 ,17,8,0
3348,0 ,0 ,6 ,6,6,1
3349,0 ,5 ,5 ,10,5,1
3350,4 ,6 ,7 ,17,3,0
3351,6 ,9 ,1 ,16,8,0
3352,0 ,8 ,2 ,10,8,0
3353,0 ,3 ,8 ,11,8,0
3354,4 ,5 ,4 ,13,1,1
3355,4 ,1 ,8 ,13,7,0
3356,0 ,1 ,6 ,7,6,0
3357,2 ,2 ,5 ,9,3,1
3358,8 ,0 ,9 ,17,9,0
3359,5 ,5 ,9 ,19,4,1
3360,9 ,5 ,8 ,22,4,0
3361,4 ,7 ,5 ,16,3,0
3362,2 ,6 ,5 ,13,4,0
3363,8 ,1 ,9 ,18,8,0
3364,9 ,1 ,5 ,15,8,0
3365,7 ,8 ,9 ,24,2,0
3366,0 ,5 ,8 ,13,8,0
3367,6 ,4 ,4 ,14,2,1
3368,4 ,9 ,4 ,17,5,1
3369,5 ,0 ,0 ,5,5,1
3370,1 ,6 ,3 ,10,5,0
3371,4 ,3 ,9 ,16,6,0
3372,9 ,2 ,6 ,17,7,0
3373,7 ,7 ,3 ,17,4,1
3374,5 ,4 ,1 ,10,4,0
3375,7 ,2 ,1 ,10,6,0
3376,4 ,5 ,6 ,15,2,0
3377,6 ,8 ,2 ,16,6,0
3378,2 ,5 ,6 ,13,4,0
3379,2 ,1 ,2 ,5,1,1
3380,5 ,8 ,2 ,15,6,0
3381,6 ,0 ,8 ,14,8,0
3382,7 ,6 ,9 ,22,3,0
3383,5 ,1 ,0 ,6,5,0
3384,3 ,7 ,1 ,11,6,0
3385,5 ,7 ,3 ,15,4,0
3386,6 ,3 ,5 ,14,3,0
3387,7 ,0 ,4 ,11,7,0
3388,1 ,6 ,2 ,9,5,0
3389,4 ,5 ,4 ,13,1,1
3390,9 ,4 ,1 ,14,8,0
3391,0 ,1 ,7 ,8,7,0
3392,9 ,2 ,2 ,13,7,1
3393,1 ,5 ,7 ,13,6,0
3394,7 ,2 ,5 ,14,5,0
3395,2 ,2 ,7 ,11,5,1
3396,7 ,6 ,3 ,16,4,0
3397,4 ,1 ,2 ,7,3,0
3398,2 ,6 ,2 ,10,4,1
3399,9 ,0 ,5 ,14,9,0
3400,6 ,9 ,7 ,22,3,0
3401,1 ,4 ,5 ,10,4,0
3402,1 ,7 ,0 ,8,7,0
3403,8 ,0 ,4 ,12,8,0
3404,9 ,1 ,8 ,18,8,0
3405,3 ,5 ,3 ,11,2,1
3406,3 ,4 ,1 ,8,3,0
3407,2 ,0 ,9 ,11,9,0
3408,7 ,6 ,7 ,20,1,1
3409,2 ,4 ,2 ,8,2,1
3410,9 ,3 ,1 ,13,8,0
3411,4 ,3 ,0 ,7,4,0
3412,4 ,7 ,2 ,13,5,0
3413,4 ,6 ,4 ,14,2,1
3414,3 ,5 ,1 ,9,4,0
3415,7 ,4 ,6 ,17,3,0
3416,8 ,6 ,8 ,22,2,1
3417,2 ,1 ,0 ,3,2,0
3418,3 ,8 ,5 ,16,5,0
3419,4 ,1 ,5 ,10,4,0
3420,6 ,3 ,8 ,17,5,0
3421,9 ,8 ,5 ,22,4,0
3422,2 ,6 ,3 ,11,4,0
3423,5 ,5 ,2 ,12,3,1
3424,3 ,4 ,8 ,15,5,0
3425,7 ,5 ,0 ,12,7,0
3426,0 ,1 ,7 ,8,7,0
3427,1 ,2 ,7 ,10,6,0
3428,3 ,4 ,1 ,8,3,0
3429,1 ,4 ,4 ,9,3,1
3430,6 ,9 ,9 ,24,3,1
3431,4 ,3 ,9 ,16,6,0
3432,9 ,9 ,2 ,20,7,1
3433,5 ,4 ,0 ,9,5,0
3434,7 ,7 ,9 ,23,2,1
3435,8 ,6 ,2 ,16,6,0
3436,1 ,0 ,9 ,10,9,0
3437,9 ,1 ,1 ,11,8,1
3438,4 ,5 ,7 ,16,3,0
3439,9 ,6 ,9 ,24,3,1
3440,6 ,1 ,8 ,15,7,0
3441,6 ,4 ,8 ,18,4,0
3442,4 ,8 ,5 ,17,4,0
3443,9 ,9 ,9 ,27,0,1
3444,0 ,6 ,9 ,15,9,0
3445,7 ,1 ,3 ,11,6,0
3446,3 ,4 ,5 ,12,2,0
3447,6 ,1 ,0 ,7,6,0
3448,8 ,6 ,3 ,17,5,0
3449,2 ,4 ,2 ,8,2,1
3450,0 ,8 ,4 ,12,8,0
3451,8 ,2 ,0 ,10,8,0
3452,1 ,7 ,6 ,14,6,0
3453,9 ,3 ,6 ,18,6,0
3454,8 ,2 ,7 ,17,6,0
3455,4 ,5 ,2 ,11,3,0
3456,0 ,0 ,2 ,2,2,1
3457,2 ,1 ,1 ,4,1,1
3458,0 ,5 ,6 ,11,6,0
3459,6 ,3 ,4 ,13,3,0
3460,6 ,6 ,2 ,14,4,1
3461,3 ,0 ,1 ,4,3,0
3462,7 ,8 ,7 ,22,1,1
3463,9 ,7 ,5 ,21,4,0
3464,8 ,6 ,8 ,22,2,1
3465,6 ,9 ,7 ,22,3,0
3466,8 ,6 ,6 ,20,2,1
3467,7 ,1 ,6 ,14,6,0
